review,terms
the new editions gives you more hard disk space 500gb instead of 320gb but time have taught me never to trust an internal hard disk,"hard disk,hard disk space,internal hard disk"
hard disk ,hard disk
which apple does not support ,
this laptop rocks only wish it could run solidworks cad ,
it be extremely portable and easily connects to wifi at the library and elsewhere,connects to wifi
and therefore would not have purchased it at this time,
i do not have that additional money right now,
macbook pro have many applications to make life easier,applications
unlike the windows computers,windows
first things first,
and the screen on this thing be absolutely amazing for high quality videos and movies and gaming,"screen,gaming"
fast and fast,
the web pages just fly by,
fast,
but after looking,
i considered i may have too much on the computer,
there be plenty of space and that be not the issue,space
i do not use my laptop in a way though that needs a long battery life so it perfect for me,battery life
guess i will stay away from hp,
and all out tough,
thicker,
it be made better,
to the point it felt like fire on the bottom of the machine,
it be about six months later when the overheating problem started again,
there be a blank lighted screen when i start and that be all,
and i would recommend this to anypne looking for a new laptop,
something goes wrong,
but then,
so far so good with this laptop,
i must keep it plugged in at all times because it will not keep a charge for longer than four minutes,charge
avoid this model,
i have have this laptop for 2 months,
out of the blue the power adapter stops working,power adapter
summary ,
i saw walmart have the same computer for about 650 but still knowing what i know now,
