review,terms
i would not buy it at that price,"O,O,O,O,O,O,BB,B"
the local computer repair shops send out ads that say along the lines of we can fix almost any problem or computer usually even the trouble some toshiba satellite,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it have had some problems,"O,O,O,O,O"
or it overheats,"O,O,O"
sometimes even catches on fire,"O,O,O,O,O"
wether it be some virus you cannot track down,"O,O,O,O,O,O,O,O,O"
you just cannot use it,"O,O,O,O,O"
theres always something wrong with it,"O,O,O,O,O,O"
this computer be good for 10 days then it sucks for the rest of your life,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
for a student,"O,O,O"
weight be always an issue,"B,EB,O,O,O"
of course,"O,O"
have to wait for a new one,"O,O,O,O,O,O,O"
now mainboard be broken,"BB,B,EB,O"
and the hard drive can be manually upgraded or you could just buy a 60 500gb external hard drive,"O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,BB,B,I,B,I"
the speed difference be next to nothing for a mac,"BB,B,EB,O,O,O,O,O,O,O"
2the wireless card be low quality,"BB,B,I,EI,O,O"
this little netboook be helping me get work done,"O,O,O,O,O,O,O,O,O"
they also use two totally different operating systems,"O,O,O,O,O,BB,B,I"
they be about the same size keys,"O,O,O,O,O,BB,B"
i be definitely not hard on laptops and guarantee 100 that no liquid have touched this machine in my presence,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i waited another month for approval and for them to build me a new laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
this ai not it,"O,O,O,O"
i be not really as concerned about portability it a very large laptop but it not hard to move around or take on a trip which be a pleasant surprise,"O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and the accessories be less than satisfactory,"O,BB,B,EB,O,O,O"
the product itself be very cheaply made,"O,O,O,O,O,O,O"
the people be frustrating to work with,"O,O,O,O,O,O,O"
and do not 3rd party it out like toshiba,"O,O,O,O,O,O,O,O,O"
they offer the best warranty in the business,"O,O,O,BB,B,EB,O,O"
maybe three or four months ago it started blinking all of the sudden,"O,O,O,O,O,O,O,O,O,O,O,O,O"
the only problems be the sound isnt very loud i have to wear headphones,"BB,O,O,O,BB,B,EB,O,O,O,O,O,O,O"
windows based machines be not giving me anything to work with,"B,EB,O,O,O,O,O,O,O,O,O"
again,O
i could not take it anymore and ordered my apple,"O,O,O,O,O,O,O,O,O,O"
finally,O
old hp,"O,O"
i should have kept my big,"O,O,O,O,O,O"
but you will learn fast and its all worth it,"O,O,O,O,O,O,O,O,O,O"
it takes a little used to learning and getting used to the new system,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
everything about a mac be wonderful,"O,O,O,O,O,O"
i love the size of the computer since i play games on it,"O,O,BB,B,EB,O,O,O,O,BB,B,EB,O"
mom and a school teacher and a college student,"O,O,O,O,O,O,O,O,O"
i be a wife,"O,O,O,O"
especially when you be playing games or working with photos,"O,O,O,BB,B,I,EI,O,O,O"
not aggrevation,"O,O"
using the computer should be fun,"O,O,O,O,O,O"
you know,"O,O"
you just get a trial version either way,"O,O,O,O,O,O,O,O"
i be all for saving money but dell needs to step it up,"O,O,O,O,O,O,O,O,O,O,O,O,O"
there be no viruses or spyware to worry about like on a windows computer,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB"
great machine if you want to drop the cash for one,"O,O,O,O,O,O,O,O,O,O,O"
to be honest i think it be faulty equipment or something but idk,"O,O,O,O,O,O,O,BB,B,EB,O,O,O"
convenient size of my laptop,"BB,B,EB,O,O"
making it a perfect tool for my academic studies,"O,O,O,O,O,O,O,O,O"
i also love the small,"O,O,O,O,O"
i never have have a good result with this computer,"O,O,O,O,O,O,O,O,O,O"
light wt and excellent battery life for now ,"BB,B,EB,BB,B,I,EI,O"
i love its solid build,"O,O,O,BB,B"
you pay for what you get for,"O,O,O,O,O,O,O"
i hope that the quality have changed,"O,O,O,BB,B,EB,O"
while about 8 years ago,"O,O,O,O,O"
no more lenovo for me,"O,O,O,O,O"
and 3 for my office,"O,O,O,O,O"
i also bought one for my wife,"O,O,O,O,O,O,O"
a netbook will be a different story,"O,O,O,O,O,O,O"
however,O
it be worth the few 100 extra dollars,"O,O,O,O,O,O,O,O"
i be glad i bought this laptop,"O,O,O,O,O,O,O"
but be fun and comes with a lot of cool apps,"O,O,O,O,O,O,O,O,O,BB,B"
still learning the apple navigation,"O,O,BB,B,I"
the difference be it a whole lot of fun using the laptop now,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i be a full mac convert now,"O,O,O,O,O,O,O"
i highly recommend that you buy this product,"O,O,O,O,O,O,O,O"
you often don t get a solution,"O,O,O,O,O,O,O"
though you get a polite person,"O,O,O,O,O,O"
-i propose that i can just swap the hard drives,"O,O,O,O,O,O,O,BB,B,I"
it be old but it be not till we bought the dell did we realize how great it was,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and runs fast,"BB,B,EB"
it built very solidly,"BB,B,EB,O"
the battery holds up well,"BB,B,EB,O,O"
sound card be limited though,"B,I,EI,O,O"
and i loved it,"O,O,O,O"
i initially purchased my macbook pro 13 in april,"O,O,O,O,O,O,O,O,O"
this be a nicely sized laptop with lots of processing power and long battery life,"O,O,O,BB,B,EB,O,O,BB,B,I,EI,BB,B,I"
after much battling with hp i be able to return it 4 times for repairs,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
you can imagine how unhappy i be with this item,"O,O,O,O,O,O,O,O,O,O"
so,O
the mac book pro be so professional,"O,O,O,O,O,O,O"
but let me tell you,"O,O,O,O,O"
the only thing i can imagine be that sony jumped on early specifications for vista requirements from microsoft and designed it to those inadequate requirements,"O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O"
go for it,"O,O,O"
i highly recommend this computer for students looking for a solid machine to get them through college,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
now looks terrible,"O,O,O"
which generally felt okay even for someone used to a desktop keyboard,"O,O,O,O,O,O,O,O,O,BB,B,I"
the keyboard,"BB,B"
the display be awesome,"BB,B,EB,O"
a good friend convinced me it be time to go the apple route,"O,O,O,O,O,O,O,O,O,O,O,O,O"
after years of occasionally pulling my hair out fighting computer viruses,"O,O,O,O,O,O,O,O,O,O,O"
but you get used to it quite quickly,"O,O,O,O,O,O,O,O"
it have one big flat panel and one full bar instead of two separate ones to click with,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the mouse be a little bit different than what you be used to though,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O"
it took several weeks just to get them to acknowledge that i owned the warranty,"O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
this laptop have a fatal flaw that i discovered merely a week after buying it,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
however,O
perfect trifecta,"O,O"
the keyboard be like no other laptop keyboard,"BB,B,EB,O,O,O,BB,B"
it be a huge monstrosity of a laptop,"O,O,O,O,O,O,O,O"
-computer crashed frequently and battery life decreased very quickly,"O,O,O,BB,B,I,EI,O,O"
-i propose that they can just swap the hard drives,"O,O,O,O,O,O,O,BB,B,I"
so do not get it,"O,O,O,O,O"
it be a tough choice,"O,O,O,O,O"
every driver on the drivers applications dvd be everything you will need for a reload,"BB,B,EB,BB,B,I,I,EI,O,O,O,O,O,O,O"
they sent it off and within 2 weeks i have it back good as new,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the awesomest of the awesomest,"O,O,O,O,O"
owning a mac be essentially a full production studio in the case of a mac book a portable version ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
one,O
i would like to tell you about the best laptop i just got from mac,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
this one be great,"O,O,O,O"
i be glad it waited,"O,O,O,O,O"
i called their repair depot as be told they would send me a new box to return the computer to the repair depot,"O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I"
for those old enough to remember,"O,O,O,O,O,O"
it be similar to beta versus vhs,"O,O,O,O,O,O,O"
it also fairly easy to use the operating system,"O,O,O,O,O,O,BB,B,I"
i would recommend this product,"O,O,O,O,O"
but,O
but this be the worst computer experience that i have ever had,"O,O,O,O,O,O,O,O,O,O,O,O"
i know that asus be known for making motherboards,"O,O,O,O,O,O,O,BB,B"
you may be having similar problems,"O,O,O,O,O,O"
if so,"O,O"
some days it appears that it raining on my nice desktop background of a lake and mountains,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
some days it just blurry,"O,O,O,O,O"
this be a great machine,"O,O,O,O,O"
this be my first personal satellite purchase but have very good experience through previous satellite work issued laptops,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
we figure that after everything his pc actually ended up costing 350 more than my original mac,"O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O"
so having the ac plug go out on me and get lose or i could actually here it inside my computer on two of the three times be not good,"O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
peformance be good for the price,"B,EB,O,O,BB,B"
the computer be currently in west verginia doe to the method of shipping choosen by toshiba,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O"
i can see why the have soooo much money,"O,O,O,O,O,O,O,O,O"
i be really frustrated by this experience,"O,O,O,O,O,O,O"
and toshiba be totally unconcerned,"O,O,O,O,O"
hp knew they be shipping out bad bios and did nothing proactive to resolve it,"O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
summary ,O
black or any other type of screen,"O,O,O,O,O,O,O"
purple,O
there have been no freezing up and no blue,"O,O,O,O,O,O,O,O,O"
and in 6 months,"O,O,O,O"
i have 3 months when the ports started going out,"O,O,O,O,O,BB,B,EB,O,O"
think i would spend little extra to get a better made laptop,"O,O,O,O,O,O,O,O,O,O,O,O"
but substantive,"O,O"
the improvements to the os have been relatively gradual,"O,O,O,BB,B,EB,O,O,O"
i will wait and save up for a new one,"O,O,O,O,O,O,O,O,O,O"
this laptop does everything i need it to very well,"O,O,O,O,O,O,O,O,O,O"
they be not,"O,O,O"
and organizing them by place,"O,O,O,O,O"
be not hard at all,"O,O,O,O,O"
or sending them to an online print shop,"O,O,O,O,O,O,O,O"
or uploading them to flickr or facebook etc,"O,O,O,O,O,O,O,O"
time taken,"O,O"
it makes sorting out all those photos on my digital camera a breeze,"O,O,O,O,O,O,O,O,O,O,O,O,O"
its been a year and be still waiting to see what there going to do about my laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i bought it to use in college and it be perfect,"O,O,O,O,O,O,O,O,O,O,O"
it be super easy to use,"O,O,O,O,BB,B"
many of my classmates computers hard drives crashed,"O,O,O,O,BB,B,I,EI"
ease of use be just one of the benefits i love about my mac,"O,BB,B,EB,O,O,O,O,O,O,O,O,O,O"
and be looking for a highly portable yet powerful netbook to do that all in,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
but if you wanted to run ms office,"O,O,O,O,O,BB,B,I"
chat,O
download a video,"O,O,O"
email,O
i would highly recommend checking this out,"O,O,O,O,O,O,O"
listen to music from a certain fruit-named music store,"O,O,O,O,O,O,O,O,O"
mind,O
i would not play a first-person shooter with this,"O,O,O,O,O,O,O,O,O"
the 13 macbook pro just fits in my budget and with free shipping and no tax to ca this be the best price we can get for a great product,"O,O,O,O,O,O,O,BB,B,EB,O,BB,B,EB,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
but now that i have,"O,O,O,O,O"
i cannot see myself going back to it,"O,O,O,O,O,O,O,O"
it took me a while top get away from the land of pcs,"O,O,O,O,O,O,O,O,O,O,O,O,O"
they discovered the manufacturer defect and sent it in for repair,"O,O,O,O,O,O,O,O,O,O,O"
the sheer power and flexibility makes the macbook pro a must have for any techie,"O,BB,B,EB,B,EB,O,O,O,O,O,O,O,O,O"
love it love it love it,"O,O,O,O,O,O"
the notebook be lacking a hdmi port and a s-video port that would enable one to hook it to a tv,"O,O,O,O,BB,B,I,EI,BB,B,I,EI,O,O,O,O,O,O,O,O,O"
the speakers on it be useless too,"BB,B,EB,O,O,O,O"
you may soon mistake my digitus medius as a lively pogo stick,"O,O,O,O,O,O,O,O,O,O,O,O"
this be not best buy fault,"O,O,O,O,O,O"
i have meant to purchase the nb205 and bought this one by accident long story ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
half the time,"O,O,O"
the papers be then erased,"O,O,O,O,O"
most of my papers could not be saved and when they could be,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i have have my macbook pro for three years now and still love it,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
battery be lasting about 6 hours as i be surfing the web on sundays while checking football scores and watching funny youtube videos,"B,EB,O,O,O,O,O,O,EB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O"
users,O
exactly that,"O,O"
iphoto be great for adding pictures right to facebook and other social networking sites,"B,EB,O,O,O,O,O,O,O,O,O,O,O,O"
i have recommended this laptop to everyone i know who be buying one,"O,O,O,O,O,O,O,O,O,O,O,O,O"
they will not let you down,"O,O,O,O,O,O"
it be the dv 1300 t,"O,O,O,O,O,O"
up to date hp pavilion-if i recall correctly,"O,O,O,O,O,O,O,O"
almost 4 years ago i bought what be then the current,"O,O,O,O,O,O,O,O,O,O,O"
it a plea,"O,O,O"
it not a recommendation,"O,O,O,O"
by a senior tech ,"O,BB,B,I"
in early may i got it back and this time i only have it back for 1 day before it have a new issue so it be sent back in for the 6th time they expedited the repairs so i be only supposed to have to be without it for 3 days and it be supposed to be fixed,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
etc,O
sound quality,"B,I"
some features arent friendly volume wheel,"BB,B,EB,BB,B,I"
a cheaper price should not equal a cheap product,"O,BB,B,EB,O,O,O,O,O"
i tried to call,"O,O,O,O"
-when i started worrying for not hearing anything from them,"O,O,O,O,O,O,O,O,O,O"
but i rather have a hard copy,"O,O,O,O,O,O,O"
i think the manual be somewhere on the hard drive,"O,O,BB,B,EB,O,O,BB,B,I"
and same issue,"O,O,O"
got another 1,"O,O,O"
you guys be great too,"O,O,O,O,O"
thank you best buy for putting my computer together and installing my first software ,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
they be able to set-up with labtops themselves within a few minutes,"O,O,O,O,O,O,O,O,O,O,O,O"
i consider myself an average user and this computer serves my need,"O,O,O,O,O,O,O,O,O,O,O,O"
adjust the sensitivity since it not that responsive to begin with,"O,BB,B,EB,O,O,O,O,O,O,O"
my battery life began to diminish but be replaced for free due to a company-wide recall of my particular battery,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
after a couple of years,"O,O,O,O,O"
and my core applications that i use every day in my work as a graphic artist run poorly,"O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O"
the battery life be too short,"BB,B,I,EI,O,O"
the case be coming apart,"BB,B,EB,O,O"
the system constantly overheats,"BB,B,EB,O"
i would never buy a dell again,"O,O,O,O,O,O,O"
later it held zero charge and its replacement worked for less than three months,"O,O,O,BB,B,EB,O,O,O,O,O,O,O,O"
the company sent me a whole new cord overnight and apologized,"O,O,O,O,O,O,BB,B,EB,O,O"
it even easy to hook up to other wireless networks,"O,O,O,BB,B,I,I,I,I,I"
also,O
i have have alot of trouble with the shift key to go to other lines,"O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O"
i have to ask him,"O,O,O,O,O"
if he understood what i ask or if he spoke english because he did not even try to acknowledge my question,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the rep did not even answer my question,"BB,B,EB,O,O,O,O,O"
i be now frustrated that i still have to use my work issued windows laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it gives me the power and speed that i need to run all the programs i use to edit,"O,O,O,BB,B,EB,B,EB,EB,O,O,O,O,BB,B,EB,O,O,O"
ilife be easily compatible with microsoft office so you can send and receive files from a pc,"B,EB,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O"
they do not crash,"O,O,O,O"
and ease of use of this computer make me shockingly want to do homework more,"O,O,EB,B,EB,O,O,O,O,O,O,O,O,O,O"
i find that the portability,"O,O,O,BB,B"
longevity,B
as a computer science student in college,"O,O,O,O,O,O,O"
everything will be lost,"O,O,O,O"
so if you do not save your files and information,"O,O,O,O,O,O,O,O,O,O"
this notebook restarts every time there be a new update,"O,O,O,O,O,O,O,O,O,O"
i love this little one,"O,O,O,O,O"
so not having my laptop be discouraging,"O,O,O,O,O,O,O"
i fine apple mc373ll a 266ghz 15 macboook pro notebook meets all my needs for a laptop computer when on the go,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
again i sent it back and they replaced the motherboard and some fan inside,"O,O,O,O,O,O,O,O,BB,B,EB,BB,B,EB"
the macbook pro can last about five hours unplugged,"O,O,O,O,O,O,O,O,O"
fully charged,"BB,B"
it be a hard decision for me since the macbook pro looked so appealing,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
especially for a new customer,"O,O,O,O,O"
1st hand experience be very important,"O,O,O,O,O,O"
i especially appreciate the fact that it have almost zero viruses and spyware problems,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it be worth the price,"O,O,O,BB,B"
even though it be much more expensive than many pc laptops,"O,O,O,O,O,O,O,O,O,O,O"
and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i know there be way better laptops out there for the same price,"O,O,O,O,O,O,O,O,O,O,O,BB,B"
keys be starting to get stuck and would not type very well,"B,EB,O,O,O,O,O,O,O,O,O,O"
for me,"O,O"
and i will never buy another one because i have put more into it then it be worth,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i do not like this company nor the toshiba brand,"O,O,O,O,O,O,O,O,O,O"
cannot reinstall with standard os cd because of proprietary hardware drivers,"O,O,BB,B,I,I,EI,BB,B,I,I"
this will be my last as well,"O,O,O,O,O,O,O"
however,O
and when i click on it it says ,"O,O,O,O,O,O,O,O"
consider replacing your battery and it does not hold full charge,"O,O,BB,B,EB,O,O,O,O,BB,B"
there be a small red circle next to it with a x in the middle,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
